email,lead_id,lead_captured_date,lead_type,contact_type,business_type
nicolas.rodrigues@email.com.br,00Q4P000010N01OUAS,2020-02-21 0:29:55,Direto,Comprador,Cliente Direto
rafaela.dias@email.com.br,00Q4P000010N1khUAC,2020-02-22 12:14:13,Direto,Comprador,Cliente Direto
kauê.araujo@email.com.br,00Q4P000010N1rYUAS,2020-02-22 14:39:47,Direto,Comprador,Cliente Direto
murilo.souza@email.com.br,00Q4P000010N2yPUAS,2020-02-24 11:13:19,Direto,Comprador,Cliente Direto
luana.ribeiro@email.com.br,00Q4P000010N49jUAC,2020-02-25 14:43:42,Direto,Comprador,Cliente Direto
vitoria.rocha@email.com.br,00Q4P000010N4i5UAC,2020-02-26 12:47:58,Indireto,Corretor,Corretor Autônomo
eduarda.souza@email.com.br,00Q4P000010N9RZUA0,2020-02-26 21:13:46,Indireto,Corretor,Imobiliária Grande
emilly.barbosa@email.com.br,00Q4P000010NCUTUA4,2020-02-27 14:16:24,Indireto,Corretor,Corretor Autônomo
ana.lima@email.com.br,00Q4P000010NG3qUAG,2020-03-02 7:23:20,Direto,Comprador,Cliente Direto
carla.goncalves@email.com.br,00Q4P000010NIHFUA4,2020-03-02 15:21:03,Indireto,Corretor,Corretor Autônomo
julia.pereira@email.com.br,00Q4P000010NJS2UAO,2020-03-02 21:41:07,Direto,Comprador,Cliente Direto
emily.cavalcanti@email.com.br,00Q4P000010NJiyUAG,2020-03-03 2:25:48,Direto,Comprador,Cliente Direto
gabrielly.lima@email.com.br,00Q4P000010NMJ9UAO,2020-03-04 8:51:37,Direto,Comprador,Cliente Direto
luana.goncalves@email.com.br,00Q4P000010NPsDUAW,2020-03-05 21:51:03,Indireto,Corretor,Corretor Autônomo
cauã.barros@email.com.br,00Q4P000010NQl3UAG,2020-03-06 13:01:56,Direto,Comprador,Cliente Direto
sofia.ribeiro@email.com.br,00Q4P000010NSqJUAW,2020-03-07 22:27:09,Direto,Comprador,Cliente Direto
aline.santos@email.com.br,00Q4P000010NSwqUAG,2020-03-08 8:45:14,Direto,Comprador,Cliente Direto
nicolas.silva@email.com.br,00Q4P000010NTFEUA4,2020-03-08 17:20:49,Direto,Comprador,Cliente Direto
andré.rocha@email.com.br,00Q4P000010NTHUUA4,2020-03-08 18:26:36,Direto,Comprador,Cliente Direto
sarah.souza@email.com.br,00Q4P000010NUIjUAO,2020-03-09 14:25:17,Direto,Comprador,Cliente Direto
vitoria.rocha@email.com.br,00Q4P000010NUt1UAG,2020-03-09 16:28:25,Direto,Comprador,Cliente Direto
kauã.alves@email.com.br,00Q4P000010NWUcUAO,2020-03-09 23:11:24,Direto,Comprador,Cliente Direto
emilly.castro@email.com.br,00Q4P000010NWY5UAO,2020-03-10 0:37:08,Direto,Comprador,Cliente Direto
raissa.azevedo@email.com.br,00Q4P000010NWiyUAG,2020-03-10 9:28:42,Direto,Comprador,Cliente Direto
joao.araujo@email.com.br,00Q4P000010Na1CUAS,2020-03-11 12:31:19,Direto,Comprador,Cliente Direto
nicole.azevedo@email.com.br,00Q4P000010Na40UAC,2020-03-11 12:55:35,Direto,Comprador,Cliente Direto
tiago.costa@email.com.br,00Q4P000010NaOZUA0,2020-03-11 15:23:22,Direto,Comprador,Cliente Direto
amanda.santos@email.com.br,00Q4P000010NfDhUAK,2020-03-14 16:16:00,Direto,Comprador,Cliente Direto
ágatha.pinto@email.com.br,00Q4P000010Nfa3UAC,2020-03-15 11:00:07,Direto,Comprador,Cliente Direto
nicole.barbosa@email.com.br,00Q4P000010NfmSUAS,2020-03-15 15:16:45,Direto,Comprador,Cliente Direto
nicolash.castro@email.com.br,00Q4P000010NgUXUA0,2020-03-16 10:38:58,Direto,Comprador,Cliente Direto
aline.sousa@email.com.br,00Q4P000010NkHaUAK,2020-03-17 15:51:35,Direto,Comprador,Cliente Direto
marina.barbosa@email.com.br,00Q4P000010NkPjUAK,2020-03-17 17:01:27,Direto,Comprador,Cliente Direto
gabriel.alves@email.com.br,00Q4P000010NkVIUA0,2020-03-17 17:54:34,Direto,Comprador,Cliente Direto
giovanna.cunha@email.com.br,00Q4P000010NodpUAC,2020-03-19 17:16:18,Indireto,Corretor,Corretor Autônomo
samuel.castro@email.com.br,00Q4P000010NpaKUAS,2020-03-20 13:19:11,Direto,Comprador,Cliente Direto
sophia.carvalho@email.com.br,00Q4P000010NrhhUAC,2020-03-23 12:29:49,Direto,Comprador,Cliente Direto
beatrice.sousa@email.com.br,00Q4P000010Ny5tUAC,2020-03-25 9:33:37,Direto,Comprador,Cliente Direto
julian.almeida@email.com.br,00Q4P000010O1qPUAS,2020-03-26 14:01:21,Direto,Comprador,Cliente Direto
emilly.barbosa@email.com.br,00Q4P000010O38jUAC,2020-03-27 12:59:48,Direto,Comprador,Cliente Direto
andré.barbosa@email.com.br,00Q4P000010O5ccUAC,2020-03-29 2:34:07,Direto,Comprador,Cliente Direto
sophia.azevedo@email.com.br,00Q4P000010O6EgUAK,2020-03-30 8:16:51,Direto,Comprador,Cliente Direto
sarah.ferreira@email.com.br,00Q4P000010O6LSUA0,2020-03-30 10:23:26,Direto,Comprador,Cliente Direto
caio.gomes@email.com.br,00Q4P000010O8cFUAS,2020-03-31 11:26:44,Direto,Comprador,Cliente Direto
alice.gomes@email.com.br,00Q4P000010O8p9UAC,2020-03-31 13:39:03,Direto,Comprador,Cliente Direto
luiza.pereira@email.com.br,00Q4P000010OBIRUA4,2020-04-02 11:15:12,Direto,Comprador,Cliente Direto
nicole.gomes@email.com.br,00Q4P000010OFUhUAO,2020-04-03 20:52:15,Direto,Comprador,Cliente Direto
vitória.almeida@email.com.br,00Q4P000010OJ3uUAG,2020-04-04 10:37:33,Direto,Comprador,Cliente Direto
marisa.costa@email.com.br,00Q4P000010ORBXUA4,2020-04-06 20:06:32,Direto,Comprador,Cliente Direto
marcos.almeida@email.com.br,00Q4P000010ORDdUAO,2020-04-06 20:06:38,Direto,Comprador,Cliente Direto
livia.ribeiro@email.com.br,00Q4P000010ORNWUA4,2020-04-06 20:10:01,Direto,Comprador,Cliente Direto
vinicius.alves@email.com.br,00Q4P000010ORR3UAO,2020-04-06 20:17:52,Direto,Comprador,Cliente Direto
luiza.lima@email.com.br,00Q4P000010ORROUA4,2020-04-06 20:12:12,Direto,Comprador,Cliente Direto
evelyn.oliveira@email.com.br,00Q4P000010ORVfUAO,2020-04-06 20:14:55,Direto,Comprador,Cliente Direto
giovana.ribeiro@email.com.br,00Q4P000010OTYDUA4,2020-04-08 2:52:14,Direto,Comprador,Cliente Direto
júlio.castro@email.com.br,00Q4P000010OVQfUAO,2020-04-09 9:19:06,Direto,Comprador,Cliente Direto
livia.santos@email.com.br,00Q4P000010OZEAUA4,2020-04-11 16:05:16,Direto,Comprador,Cliente Direto
marisa.araujo@email.com.br,00Q4P000010OgSIUA0,2020-04-14 19:15:37,Direto,Comprador,Cliente Direto
bianca.oliveira@email.com.br,00Q4P000010OjYbUAK,2020-04-15 16:25:23,Indireto,Corretor,Corretor Autônomo
davi.martins@email.com.br,00Q4P000010OqjaUAC,2020-04-18 13:14:01,Direto,Comprador,Cliente Direto
ana.ribeiro@email.com.br,00Q4P000010OyXeUAK,2020-04-22 2:36:54,Direto,Comprador,Cliente Direto
tânia.ferreira@email.com.br,00Q4P000010PDNnUAO,2020-04-27 19:27:40,Direto,Comprador,Cliente Direto
igor.castro@email.com.br,00Q4P000010PFTWUA4,2020-04-28 13:25:47,Indireto,Corretor,Imobiliária Pequena
ana.araujo@email.com.br,1089,2019-01-07 21:03:00,Direto,Comprador,Cliente Direto
leila.gomes@email.com.br,11136,2019-10-05 23:43:34,Direto,Comprador,Permuta Direto
raissa.almeida@email.com.br,11586,2019-10-10 13:43:37,Indireto,Corretor,Permuta Imobiliária
andré.oliveira@email.com.br,11835,2019-10-13 8:44:48,Direto,Comprador,Cliente Direto
nicolas.castro@email.com.br,11987,2019-10-14 14:20:19,Indireto,Corretor,MGM
yasmin.almeida@email.com.br,12088,2019-10-15 6:58:07,Direto,Comprador,Cliente Direto
letícia.ferreira@email.com.br,12216,2019-10-16 0:45:15,Direto,Comprador,Cliente Direto
lara.martins@email.com.br,12244,2019-10-16 12:24:07,Indireto,Corretor,MGM
marisa.cunha@email.com.br,12413,2019-10-18 16:27:46,Indireto,Corretor,Imobiliária Grande
letícia.cavalcanti@email.com.br,12467,2019-10-20 15:31:23,Direto,Comprador,Cliente Direto
davi.rocha@email.com.br,12840,2019-10-23 9:34:48,Indireto,Corretor,Permuta Corretores
manuela.souza@email.com.br,1296,2019-02-11 9:26:48,Direto,Comprador,Cliente Direto
lara.rocha@email.com.br,13532,2019-10-29 19:50:31,Direto,Comprador,Cliente Direto
melissa.pereira@email.com.br,13548,2019-10-29 21:31:09,Direto,Comprador,Cliente Direto
josé.castro@email.com.br,13835,2019-10-31 15:36:46,Indireto,Corretor,Corretor Autônomo
vitória.alves@email.com.br,13860,2019-10-31 20:51:59,Direto,Comprador,Cliente Direto
miguel.costa@email.com.br,14100,2019-11-02 23:56:34,Direto,Comprador,Cliente Direto
diogo.ribeiro@email.com.br,14175,2019-11-03 15:20:03,Direto,Comprador,Cliente Direto
carolina.carvalho@email.com.br,14198,2019-11-03 19:22:46,Direto,Comprador,Cliente Direto
sofia.cavalcanti@email.com.br,14391,2019-11-05 13:02:03,Direto,Comprador,Cliente Direto
vitória.ribeiro@email.com.br,14847,2019-11-09 8:10:32,Direto,Comprador,B2B
antônio.cunha@email.com.br,14938,2019-11-10 10:04:47,Direto,Comprador,Cliente Direto
rafael.martins@email.com.br,14987,2019-11-10 18:58:46,Direto,Comprador,Cliente Direto
renan.costa@email.com.br,15105,2019-11-11 14:43:33,Direto,Comprador,Cliente Direto
beatrice.barros@email.com.br,15172,2019-11-11 22:20:33,Direto,Comprador,Cliente Direto
manuela.goncalves@email.com.br,15607,2019-11-14 15:51:04,Indireto,Corretor,Corretor Autônomo
kauã.dias@email.com.br,160,2018-07-06 12:30:23,Indireto,Corretor,Imobiliária Pequena
ágatha.pereira@email.com.br,16266,2019-11-19 12:38:17,Direto,Comprador,Cliente Direto
joão.cunha@email.com.br,16480,2019-11-20 12:29:31,Direto,Comprador,Cliente Direto
joao.cavalcanti@email.com.br,1679,2019-03-18 9:56:45,Direto,Comprador,Cliente Direto
paulo.santos@email.com.br,17233,2019-11-25 21:05:55,Direto,Comprador,Cliente Direto
vitória.correia@email.com.br,17537,2019-11-27 11:25:58,Direto,Comprador,Cliente Direto
joao.rocha@email.com.br,17594,2019-11-27 14:19:44,Direto,Comprador,Cliente Direto
beatriz.cavalcanti@email.com.br,17749,2019-11-28 9:20:47,Direto,Comprador,Cliente Direto
lavinia.pinto@email.com.br,17814,2019-11-28 15:29:21,Direto,Comprador,Cliente Direto
kauê.gomes@email.com.br,18372,2019-12-03 7:51:00,Direto,Comprador,Cliente Direto
lara.lima@email.com.br,18385,2019-12-03 8:49:29,Direto,Comprador,Cliente Direto
andré.souza@email.com.br,18424,2019-12-03 11:45:33,Indireto,Corretor,Imobiliária Pequena
clara.silva@email.com.br,18600,2019-12-04 12:26:58,Indireto,Corretor,Corretor Autônomo
gabriela.cunha@email.com.br,18739,2019-12-05 10:35:57,Indireto,Corretor,Corretor Autônomo
manuela.cardoso@email.com.br,1882,2019-04-08 10:48:00,Indireto,Corretor,Imobiliária Pequena
diogo.correia@email.com.br,19147,2019-12-07 1:43:22,Direto,Comprador,Cliente Direto
bruna.castro@email.com.br,19262,2019-12-07 19:33:07,Direto,Comprador,Cliente Direto
carla.pereira@email.com.br,19395,2019-12-08 19:26:56,Direto,Comprador,Cliente Direto
anna.gomes@email.com.br,19627,2019-12-09 23:47:56,Direto,Comprador,Cliente Direto
isabella.melo@email.com.br,20230,2019-12-11 20:59:22,Direto,Comprador,Cliente Direto
mariana.souza@email.com.br,20420,2019-12-12 13:49:02,Indireto,Corretor,Corretor Autônomo
caio.fernandes@email.com.br,20563,2019-12-12 20:48:17,Direto,Comprador,Cliente Direto
davi.correia@email.com.br,20687,2019-12-13 10:30:51,Direto,Comprador,Cliente Direto
gabriela.azevedo@email.com.br,20689,2019-12-13 10:46:22,Direto,Comprador,Cliente Direto
júlia.silva@email.com.br,21040,2019-12-15 19:51:29,Direto,Comprador,Cliente Direto
giovanna.cardoso@email.com.br,21186,2019-12-16 12:58:33,Direto,Comprador,Cliente Direto
luana.cunha@email.com.br,2749,2019-05-01 3:26:26,Direto,Comprador,Cliente Direto
luiz.carvalho@email.com.br,3807,2019-05-21 14:37:12,Direto,Comprador,Cliente Direto
samuel.cunha@email.com.br,5653,2019-07-01 14:16:16,Direto,Comprador,Cliente Direto
vitória.melo@email.com.br,5744,2019-07-03 16:47:43,Direto,Comprador,Cliente Direto
eduarda.castro@email.com.br,5972,2019-07-06 14:28:52,Direto,Comprador,Cliente Direto
rebeca.melo@email.com.br,6021,2019-07-08 12:38:33,Direto,Comprador,Cliente Direto
letícia.alves@email.com.br,6384,2019-07-15 8:32:15,Direto,Comprador,Cliente Direto
isabela.santos@email.com.br,7166,2019-07-29 18:15:43,Indireto,Corretor,Corretor Autônomo
leila.cardoso@email.com.br,7540,2019-08-09 9:53:24,Indireto,Corretor,Corretor Autônomo
andré.barros@email.com.br,7945,2019-08-20 17:21:59,Indireto,Corretor,Permuta Imobiliária
leonor.santos@email.com.br,8017,2019-08-21 18:47:04,Indireto,Corretor,Imobiliária Pequena
joão.pereira@email.com.br,8126,2019-08-24 12:48:35,Direto,Comprador,Permuta Direto
tomás.barbosa@email.com.br,8172,2019-08-26 10:10:18,Indireto,Corretor,Corretor Autônomo
arthur.lima@email.com.br,8284,2019-08-28 9:10:13,Direto,Comprador,Cliente Direto
ana.dias@email.com.br,8394,2019-08-30 15:52:27,Indireto,Corretor,Imobiliária Pequena
kai.rodrigues@email.com.br,8425,2019-08-31 17:53:42,Direto,Comprador,Cliente Direto
giovanna.costa@email.com.br,9550,2019-09-17 13:38:45,Direto,Comprador,Cliente Direto
amanda.barbosa@email.com.br,00Q4P00000wksN6UAI,2019-12-19 0:32:31,Direto,Comprador,Cliente Direto
enzo.pinto@email.com.br,00Q4P00000wl4EHUAY,2020-01-06 15:17:08,Direto,Comprador,Cliente Direto
leila.pereira@email.com.br,00Q4P00000wl5wsUAA,2020-01-07 11:45:34,Direto,Comprador,Cliente Direto
vitória.melo@email.com.br,00Q4P00000wl5z3UAA,2020-01-07 12:03:33,Direto,Comprador,Cliente Direto
daniel.cardoso@email.com.br,00Q4P00000wlGClUAM,2020-01-08 18:22:42,Direto,Comprador,Cliente Direto
emilly.castro@email.com.br,00Q4P00000wlGWgUAM,2020-01-09 4:00:48,Direto,Comprador,Cliente Direto
matheus.martins@email.com.br,00Q4P00000wlOp8UAE,2020-01-11 11:25:10,Direto,Comprador,Cliente Direto
sarah.lima@email.com.br,00Q4P00000wlP9rUAE,2020-01-11 21:18:56,Direto,Comprador,Cliente Direto
amanda.souza@email.com.br,00Q4P00000wlPYIUA2,2020-01-12 17:43:20,Direto,Comprador,Cliente Direto
lara.ferreira@email.com.br,00Q4P00000wlQRmUAM,2020-01-13 14:48:51,Direto,Comprador,Cliente Direto
eduarda.castro@email.com.br,00Q4P00000wlR1NUAU,2020-01-13 18:38:46,Direto,Comprador,Cliente Direto
martim.lima@email.com.br,00Q4P00000wlSXOUA2,2020-01-14 22:31:00,Direto,Comprador,Cliente Direto
giovana.rocha@email.com.br,00Q4P00000wlSZAUA2,2020-01-14 22:53:37,Direto,Comprador,Cliente Direto
gabrielle.pereira@email.com.br,00Q4P00000wlSuNUAU,2020-01-15 11:04:06,Direto,Comprador,Cliente Direto
livia.pinto@email.com.br,00Q4P00000wlUtJUAU,2020-01-16 9:07:21,Direto,Comprador,Cliente Direto
matilde.sousa@email.com.br,00Q4P00000wlZXMUA2,2020-01-18 0:40:04,Direto,Comprador,Cliente Direto
larissa.pereira@email.com.br,00Q4P00000wlZeXUAU,2020-01-18 10:41:29,Direto,Comprador,Cliente Direto
sophia.castro@email.com.br,00Q4P00000wlbV3UAI,2020-01-19 8:13:18,Indireto,Corretor,Corretor Autônomo
eduarda.martins@email.com.br,00Q4P00000wlbwsUAA,2020-01-19 23:10:50,Direto,Comprador,Cliente Direto
letícia.silva@email.com.br,00Q4P00000wlcWMUAY,2020-01-20 12:17:02,Direto,Comprador,Cliente Direto
rafaela.cavalcanti@email.com.br,00Q4P00000wlfvkUAA,2020-01-21 1:59:05,Direto,Comprador,Cliente Direto
breno.azevedo@email.com.br,00Q4P00000wlhZFUAY,2020-01-21 17:42:36,Direto,Comprador,Cliente Direto
samuel.cunha@email.com.br,00Q4P00000wlijfUAA,2020-01-22 12:54:49,Direto,Comprador,Cliente Direto
luana.azevedo@email.com.br,00Q4P00000wlj2aUAA,2020-01-22 15:07:05,Indireto,Corretor,Imobiliária Pequena
emilly.souza@email.com.br,00Q4P00000wlqeLUAQ,2020-01-26 13:56:39,Direto,Comprador,Cliente Direto
amanda.ferreira@email.com.br,00Q4P00000wlsXnUAI,2020-01-27 15:18:00,Direto,Comprador,Cliente Direto
maria.rodrigues@email.com.br,00Q4P00000wluCbUAI,2020-01-28 10:14:11,Direto,Comprador,Cliente Direto
danilo.lima@email.com.br,00Q4P00000wlwLtUAI,2020-01-29 10:11:47,Direto,Comprador,Cliente Direto
matilde.lima@email.com.br,00Q4P000010MMLdUAO,2020-01-30 10:27:58,Direto,Comprador,Cliente Direto
nicole.costa@email.com.br,00Q4P000010MNSQUA4,2020-01-30 18:54:22,Direto,Comprador,Cliente Direto
lucas.ferreira@email.com.br,00Q4P000010MTCeUAO,2020-02-03 14:43:43,Direto,Comprador,Cliente Direto
luís.carvalho@email.com.br,00Q4P000010MTWwUAO,2020-02-03 17:06:08,Direto,Comprador,Cliente Direto
lucas.fernandes@email.com.br,00Q4P000010MU4tUAG,2020-02-03 22:48:16,Direto,Comprador,Cliente Direto
kauan.souza@email.com.br,00Q4P000010MVYZUA4,2020-02-04 18:21:34,Direto,Comprador,Cliente Direto
lucas.lima@email.com.br,00Q4P000010MVzpUAG,2020-02-05 8:13:43,Direto,Comprador,Cliente Direto
leila.barbosa@email.com.br,00Q4P000010MW2ZUAW,2020-02-05 9:19:55,Direto,Comprador,Cliente Direto
isabelle.martins@email.com.br,00Q4P000010MWOaUAO,2020-02-05 12:46:03,Direto,Comprador,Cliente Direto
beatrice.gomes@email.com.br,00Q4P000010MXAFUA4,2020-02-05 21:13:56,Direto,Comprador,Cliente Direto
giovanna.martins@email.com.br,00Q4P000010Ma1eUAC,2020-02-07 13:06:00,Indireto,Corretor,Corretor Autônomo
luis.barbosa@email.com.br,00Q4P000010MbLhUAK,2020-02-07 19:46:56,Direto,Comprador,Cliente Direto
emilly.martins@email.com.br,00Q4P000010MbTRUA0,2020-02-07 22:22:42,Direto,Comprador,Cliente Direto
paulo.cavalcanti@email.com.br,00Q4P000010MePYUA0,2020-02-10 16:20:43,Direto,Comprador,Cliente Direto
breno.rodrigues@email.com.br,00Q4P000010MgKHUA0,2020-02-11 17:19:48,Indireto,Corretor,Corretor Autônomo
pedro.rocha@email.com.br,00Q4P000010MgaZUAS,2020-02-11 19:34:44,Direto,Comprador,Cliente Direto
camila.barros@email.com.br,00Q4P000010MgvcUAC,2020-02-12 0:53:15,Direto,Comprador,Cliente Direto
samuel.fernandes@email.com.br,00Q4P000010MhdFUAS,2020-02-12 13:28:12,Direto,Comprador,Cliente Direto
murilo.dias@email.com.br,00Q4P000010MiZjUAK,2020-02-12 20:25:13,Direto,Comprador,Cliente Direto
beatrice.pereira@email.com.br,00Q4P000010MisRUAS,2020-02-13 5:53:19,Direto,Comprador,Cliente Direto
manuela.ribeiro@email.com.br,00Q4P000010MiwEUAS,2020-02-13 8:27:26,Direto,Comprador,Cliente Direto
anna.souza@email.com.br,00Q4P000010MlQqUAK,2020-02-13 18:22:36,Direto,Comprador,Cliente Direto
igor.costa@email.com.br,00Q4P000010MlsCUAS,2020-02-13 22:54:08,Direto,Comprador,Cliente Direto
luana.costa@email.com.br,00Q4P000010Mm14UAC,2020-02-14 7:38:51,Direto,Comprador,Cliente Direto
matilde.cunha@email.com.br,00Q4P000010Mm35UAC,2020-02-14 8:30:09,Direto,Comprador,Cliente Direto
diogo.pereira@email.com.br,00Q4P000010MmqHUAS,2020-02-14 15:39:47,Direto,Comprador,Cliente Direto
leonor.ferreira@email.com.br,00Q4P000010MpBKUA0,2020-02-16 16:13:03,Direto,Comprador,Cliente Direto
eduarda.santos@email.com.br,00Q4P000010MpHmUAK,2020-02-16 18:53:06,Direto,Comprador,Cliente Direto
evelyn.pinto@email.com.br,00Q4P000010MpPMUA0,2020-02-16 21:21:14,Direto,Comprador,Cliente Direto
tomás.rodrigues@email.com.br,00Q4P000010MvXbUAK,2020-02-19 17:38:21,Indireto,Corretor,Imobiliária Pequena
josé.castro@email.com.br,00Q4P000010MzSVUA0,2020-02-20 18:19:26,Direto,Comprador,Cliente Direto
sophia.martins@email.com.br,00Q4P000010MzeKUAS,2020-02-20 20:44:08,Direto,Comprador,Cliente Direto
mariana.cardoso@email.com.br,00Q4P000010MzxbUAC,2020-02-20 22:57:53,Direto,Comprador,Cliente Direto
marcos.martins@email.com.br,00Q4P000010MzyGUAS,2020-02-21 0:45:40,Direto,Comprador,Cliente Direto
gabrielly.almeida@email.com.br,00Q4P000010N0M7UAK,2020-02-21 10:52:51,Direto,Comprador,Cliente Direto
isabella.lima@email.com.br,00Q4P000010N0NaUAK,2020-02-21 11:11:09,Direto,Comprador,Cliente Direto
ágatha.cardoso@email.com.br,00Q4P000010N29qUAC,2020-02-22 23:58:03,Direto,Comprador,Cliente Direto
aline.almeida@email.com.br,00Q4P000010NDFPUA4,2020-02-27 21:42:19,Direto,Comprador,Cliente Direto
matilde.silva@email.com.br,00Q4P000010NJ16UAG,2020-03-02 18:24:43,Indireto,Corretor,Corretor Autônomo
sarah.barbosa@email.com.br,00Q4P000010NKesUAG,2020-03-03 14:37:05,Direto,Comprador,Cliente Direto
matilde.barbosa@email.com.br,00Q4P000010NLZCUA4,2020-03-03 20:18:58,Direto,Comprador,Cliente Direto
leonardo.pinto@email.com.br,00Q4P000010NLsDUAW,2020-03-03 22:10:36,Direto,Comprador,Cliente Direto
enzo.goncalves@email.com.br,00Q4P000010NPFLUA4,2020-03-05 16:01:27,Direto,Comprador,Cliente Direto
maria.pinto@email.com.br,00Q4P000010NSCTUA4,2020-03-06 22:29:44,Indireto,Corretor,Corretor Autônomo
luiza.oliveira@email.com.br,00Q4P000010NSY0UAO,2020-03-07 13:21:05,Direto,Comprador,Cliente Direto
nicolas.souza@email.com.br,00Q4P000010NSpVUAW,2020-03-07 21:46:26,Direto,Comprador,Cliente Direto
alex.correia@email.com.br,00Q4P000010NSy4UAG,2020-03-08 9:59:30,Indireto,Corretor,Corretor Autônomo
diogo.carvalho@email.com.br,00Q4P000010NTA4UAO,2020-03-08 15:08:36,Direto,Comprador,Cliente Direto
luan.cardoso@email.com.br,00Q4P000010NZWDUA4,2020-03-10 23:25:41,Direto,Comprador,Cliente Direto
otávio.melo@email.com.br,00Q4P000010NZZWUA4,2020-03-11 4:01:49,Direto,Comprador,Cliente Direto
ana.barros@email.com.br,00Q4P000010NZwzUAG,2020-03-11 11:43:29,Indireto,Corretor,Imobiliária Pequena
davi.gomes@email.com.br,00Q4P000010NcKPUA0,2020-03-12 17:01:29,Direto,Comprador,Cliente Direto
camila.rocha@email.com.br,00Q4P000010NcqGUAS,2020-03-13 6:17:33,Direto,Comprador,Cliente Direto
gabrielle.gomes@email.com.br,00Q4P000010Nes5UAC,2020-03-13 21:54:18,Direto,Comprador,Cliente Direto
rafael.goncalves@email.com.br,00Q4P000010NfOQUA0,2020-03-14 20:45:11,Direto,Comprador,Cliente Direto
breno.barros@email.com.br,00Q4P000010Ng1XUAS,2020-03-16 1:00:59,Direto,Comprador,Cliente Direto
julieta.barros@email.com.br,00Q4P000010Ng4RUAS,2020-03-16 8:36:37,Direto,Comprador,Cliente Direto
erick.cardoso@email.com.br,00Q4P000010Njp7UAC,2020-03-17 11:46:18,Direto,Comprador,Cliente Direto
cauã.dias@email.com.br,00Q4P000010NlE3UAK,2020-03-17 23:20:00,Direto,Comprador,Cliente Direto
isabella.araujo@email.com.br,00Q4P000010NllbUAC,2020-03-18 12:50:12,Direto,Comprador,Cliente Direto
lavinia.castro@email.com.br,00Q4P000010NoxpUAC,2020-03-19 18:46:16,Direto,Comprador,Cliente Direto
giovana.cavalcanti@email.com.br,00Q4P000010NplrUAC,2020-03-20 15:34:04,Indireto,Corretor,Imobiliária Pequena
